tanggal,jam,suhu_celsius,hari_libur,jumlah_penghuni,jumlah_perangkat_aktif,jam_penggunaan_rata_rata,konsumsi_kwh
1994-12-15,21,25.28,0,1,15,7.24,16.967
1994-12-16,19,24.19,0,5,11,6.84,19.589
1994-12-17,18,25.05,0,1,9,10.48,15.569
1994-12-18,9,25.03,0,4,4,7.82,15.111
1994-12-19,18,26.47,0,2,8,7.11,14.888
1994-12-20,19,24.34,0,4,7,6.94,13.358
1994-12-21,18,24.54,0,5,5,6.57,16.763
1994-12-22,19,24.14,0,4,7,9.16,14.686
1994-12-23,21,28.13,1,2,4,9.97,15.746
1994-12-24,13,25.91,0,6,7,11.2,19.224
1994-12-25,22,25.78,1,3,11,8.49,21.832
1994-12-26,19,25.65,0,1,13,8.46,16.306
1994-12-27,18,28.3,0,4,9,8.39,19.145
1994-12-28,20,25.8,0,2,7,7.78,15.551
1994-12-29,5,27.1,0,2,7,9.86,16.228
1994-12-30,6,23.53,0,1,14,7.35,15.924
1994-12-31,7,26.94,0,4,5,10.14,16.876
1995-01-01,21,27.29,1,6,5,9.31,17.461
1995-01-02,19,23.95,0,6,4,6.19,15.064
1995-01-03,18,25.79,0,6,15,6.78,21.39
1995-01-04,18,26.6,0,5,10,8.59,19.148
1995-01-05,5,25.94,0,5,6,8.84,16.395
1995-01-06,21,24.38,0,3,12,7.08,17.636
1995-01-07,21,26.48,0,5,7,9.32,17.461
1995-01-08,21,25.56,0,2,11,11.28,17.982
1995-01-09,15,24.65,0,5,3,8.89,15.033
1995-01-10,19,25.21,0,6,3,7.21,16.981
1995-01-11,6,24.36,0,2,13,8.56,18.581
1995-01-12,17,24.33,0,5,7,8.39,17.935
1995-01-13,21,24.91,0,3,7,6.28,14.673
1995-01-14,23,23.85,0,6,4,8.07,18.488
1995-01-15,21,24.59,0,2,4,8.25,14.458
1995-01-16,18,24.59,0,4,5,9.94,14.988
1995-01-17,20,26.73,0,5,7,6.02,16.001
1995-01-18,18,23.61,0,6,13,6.23,22.145
1995-01-19,20,26.71,0,1,4,7.15,10.08
1995-01-20,17,23.66,0,1,5,7.55,11.693
1995-01-21,20,25.89,0,4,15,10.55,22.925
1995-01-22,19,26.53,0,6,14,7.51,21.766
1995-01-23,23,23.83,0,4,7,8.81,15.914
1995-01-24,17,30.06,0,4,10,7.12,19.815
1995-01-25,21,26.76,0,1,12,8.78,14.833
1995-01-26,20,26.13,0,5,6,7.93,18.717
1995-01-27,19,25.11,0,3,4,6.66,12.976
1995-01-28,11,26.52,0,6,12,11.09,22.029
1995-01-29,18,24.12,0,1,4,9.72,12.915
1995-01-30,22,26.67,0,5,4,8.21,15.718
1995-01-31,18,26.07,0,2,13,6.41,17.041
1995-02-01,21,23.45,0,4,5,6.29,12.8
1995-02-02,11,23.37,0,3,5,9.05,15.011
1995-02-03,17,23.55,0,1,5,8.84,11.454
1995-02-04,20,27.25,0,3,9,8.8,17.924
1995-02-05,6,25.99,0,4,4,8.26,15.362
1995-02-06,20,26.57,0,1,4,7.73,11.635
1995-02-07,14,28.87,0,5,6,9.87,16.044
1995-02-08,19,22.76,0,1,3,9.77,11.565
1995-02-09,17,23.36,0,2,5,8.4,13.469
1995-02-10,19,24.82,0,4,10,8.47,16.388
1995-02-11,17,27.22,0,1,4,8.74,12.849
1995-02-12,22,26.07,0,1,13,9.92,19.151
1995-02-13,18,25.51,0,3,10,9.78,17.52
1995-02-14,20,24.61,0,3,7,7.41,13.571
1995-02-15,19,26.09,0,6,5,9.29,14.255
1995-02-16,21,25.55,1,3,11,10.68,19.489
1995-02-17,17,25.05,0,5,9,6.15,14.877
1995-02-18,8,24.48,0,4,10,9.42,20.709
1995-02-19,20,24.54,0,5,6,9.89,17.708
1995-02-20,17,24.12,0,2,11,6.54,14.784
1995-02-21,17,26.61,0,6,3,8.03,15.583
1995-02-22,17,26.52,0,4,8,9.82,17.6
1995-02-23,18,26.44,0,6,9,8.74,18.463
1995-02-24,9,26.7,0,1,6,6.55,11.341
1995-02-25,22,24.74,0,6,14,7.8,22.171
1995-02-26,19,26.01,0,6,3,10.84,17.891
1995-02-27,20,24.77,0,6,8,7.01,15.754
1995-02-28,19,25.21,0,6,4,8.04,14.963
1995-03-01,19,23.38,0,2,3,6.23,11.296
1995-03-02,19,23.65,0,2,11,7.61,14.902
1995-03-03,22,25.97,0,4,11,9.29,18.116
1995-03-04,23,22.0,0,3,6,7.8,15.492
1995-03-05,20,25.83,0,2,10,8.56,17.307
1995-03-06,18,24.02,0,1,14,7.35,15.938
1995-03-07,21,23.66,0,5,3,8.24,14.075
1995-03-08,5,26.93,1,4,13,11.25,22.453
1995-03-09,21,28.83,0,1,9,6.03,13.703
1995-03-10,21,25.29,0,1,11,7.21,13.785
1995-03-11,15,24.5,0,6,13,9.14,22.255
1995-03-12,10,23.31,0,3,14,11.23,22.514
1995-03-13,15,23.85,0,3,14,8.8,18.541
1995-03-14,23,28.66,0,5,5,7.99,14.149
1995-03-15,7,23.15,0,1,7,9.27,13.193
1995-03-16,12,26.39,0,3,14,7.66,18.35
1995-03-17,15,27.84,0,1,3,7.99,10.822
1995-03-18,9,27.06,0,4,15,10.33,21.881
1995-03-19,20,26.47,0,6,14,8.19,22.896
1995-03-20,21,25.91,0,4,14,6.44,18.528
1995-03-21,17,28.03,0,4,15,9.35,20.313
1995-03-22,10,26.35,0,1,9,6.66,14.299
1995-03-23,7,25.17,0,5,13,7.21,20.59
1995-03-24,19,26.62,0,3,5,7.32,15.044
1995-03-25,21,28.55,0,3,6,10.95,15.662
1995-03-26,20,26.08,0,2,6,10.7,13.526
1995-03-27,18,26.24,0,6,9,8.02,19.737
1995-03-28,20,28.07,0,2,13,9.44,18.212
1995-03-29,17,26.78,0,6,15,7.23,21.339
1995-03-30,7,27.04,0,1,13,7.03,15.286
1995-03-31,12,27.61,0,1,11,8.89,14.186
1995-04-01,19,27.0,0,1,9,10.62,15.014
1995-04-02,6,27.56,0,5,9,7.68,19.357
1995-04-03,22,26.37,0,5,6,6.52,14.859
1995-04-04,17,26.93,0,2,9,6.99,15.763
1995-04-05,22,27.49,0,3,7,8.46,14.856
1995-04-06,8,28.91,0,4,7,7.28,17.288
1995-04-07,11,26.48,0,5,8,9.34,17.658
1995-04-08,20,27.63,0,4,14,8.26,22.34
1995-04-09,20,25.92,0,5,8,9.86,17.271
1995-04-10,20,28.5,0,5,9,7.11,18.62
1995-04-11,18,25.91,0,3,3,9.02,14.079
1995-04-12,18,29.7,0,3,12,6.84,19.822
1995-04-13,21,28.32,0,6,4,6.63,15.261
1995-04-14,22,24.42,0,6,14,9.56,20.359
1995-04-15,17,28.28,0,3,5,8.01,17.15
1995-04-16,10,25.82,0,4,12,8.88,20.02
1995-04-17,17,29.41,0,6,10,7.11,19.842
1995-04-18,19,26.58,0,5,12,6.74,21.674
1995-04-19,18,25.39,0,4,10,7.53,18.725
1995-04-20,21,28.7,0,4,6,7.69,15.252
1995-04-21,19,26.87,0,1,8,9.53,14.791
1995-04-22,7,26.55,0,4,4,8.83,15.066
1995-04-23,15,26.32,0,5,14,10.53,21.555
1995-04-24,18,29.53,0,5,7,9.21,18.078
1995-04-25,21,27.54,0,4,9,9.4,17.771
1995-04-26,9,25.76,0,5,10,8.84,17.984
1995-04-27,21,27.41,0,3,10,8.32,16.648
1995-04-28,21,30.0,0,6,15,7.76,25.093
1995-04-29,8,28.43,0,5,9,7.86,19.475
1995-04-30,18,28.55,0,2,10,7.84,15.492
1995-05-01,18,28.0,1,4,9,8.88,19.681
1995-05-02,22,28.88,0,2,4,7.31,11.883
1995-05-03,18,28.99,0,3,13,8.05,19.241
1995-05-04,23,27.45,0,4,7,8.72,16.525
1995-05-05,6,32.1,0,3,12,6.31,21.468
1995-05-06,22,30.13,0,6,6,8.4,19.565
1995-05-07,5,26.41,0,4,4,8.9,16.177
1995-05-08,7,27.94,0,2,13,8.25,17.07
1995-05-09,18,29.04,0,4,8,7.09,16.09
1995-05-10,5,29.53,0,2,6,6.63,14.246
1995-05-11,22,29.46,0,2,13,8.27,18.919
1995-05-12,19,29.41,0,4,7,7.71,17.807
1995-05-13,20,32.77,0,4,12,10.01,31.553
1995-05-14,10,27.53,0,1,6,8.81,12.271
1995-05-15,18,29.53,0,3,11,7.65,17.628
1995-05-16,17,30.58,1,2,15,10.68,25.152
1995-05-17,21,28.33,0,4,11,8.43,17.163
1995-05-18,18,29.31,0,4,9,7.13,18.149
1995-05-19,19,29.64,0,6,8,8.42,21.212
1995-05-20,17,29.92,0,5,8,9.38,21.861
1995-05-21,5,30.47,0,2,15,8.8,20.111
1995-05-22,19,29.44,0,2,4,6.81,14.501
1995-05-23,7,27.09,0,4,8,6.01,15.031
1995-05-24,22,31.28,0,1,9,8.85,18.45
1995-05-25,20,26.5,0,1,14,9.72,16.409
1995-05-26,14,28.7,0,1,12,9.7,15.959
1995-05-27,21,29.31,0,6,4,8.27,18.04
1995-05-28,12,28.74,0,5,4,10.17,17.863
1995-05-29,21,29.42,0,5,13,8.05,21.415
1995-05-30,18,28.87,0,6,5,8.07,17.679
1995-05-31,18,29.58,0,3,5,9.47,15.208
1995-06-01,20,31.41,1,6,6,10.81,24.25
1995-06-02,20,29.04,0,5,10,8.04,19.521
1995-06-03,20,25.83,0,3,6,9.49,15.267
1995-06-04,18,30.26,0,5,5,9.93,17.998
1995-06-05,22,27.68,0,6,14,7.18,19.705
1995-06-06,8,30.51,0,5,12,6.28,22.369
1995-06-07,19,31.97,0,6,3,7.26,19.995
1995-06-08,20,28.78,0,6,7,6.36,16.537
1995-06-09,22,30.03,0,1,11,6.58,17.896
1995-06-10,21,30.07,0,4,5,7.72,17.642
1995-06-11,19,29.22,0,3,10,9.82,16.866
1995-06-12,13,28.06,0,3,5,7.87,13.367
1995-06-13,17,30.16,0,6,12,7.29,22.267
1995-06-14,20,27.28,1,6,8,8.86,18.35
1995-06-15,18,31.77,0,5,8,8.15,19.923
1995-06-16,22,29.41,0,3,5,8.45,15.604
1995-06-17,20,29.33,0,2,8,9.69,18.484
1995-06-18,19,31.02,0,2,12,8.39,22.87
1995-06-19,22,30.39,0,2,6,8.61,17.481
1995-06-20,9,30.59,0,3,9,7.42,17.908
1995-06-21,21,30.97,0,4,13,7.52,20.103
1995-06-22,20,29.86,0,5,4,9.7,17.382
1995-06-23,18,30.01,0,2,4,9.8,14.533
1995-06-24,18,28.75,0,4,13,10.9,21.925
1995-06-25,22,28.82,0,6,9,10.31,20.378
1995-06-26,20,27.7,0,1,13,7.13,15.944
1995-06-27,20,30.54,0,6,8,7.68,21.596
1995-06-28,22,29.71,0,3,11,8.3,17.658
1995-06-29,21,30.78,0,3,6,7.24,16.388
1995-06-30,19,29.68,0,1,11,6.29,15.66
1995-07-01,18,29.19,0,1,8,8.38,15.974
1995-07-02,20,33.54,1,3,11,11.12,30.186
1995-07-03,22,31.95,0,4,7,6.38,23.409
1995-07-04,21,30.48,0,3,9,7.29,18.608
1995-07-05,10,30.54,0,5,7,8.36,18.923
1995-07-06,12,28.82,0,5,15,9.19,20.786
1995-07-07,14,29.59,1,3,3,9.42,16.602
1995-07-08,17,33.6,0,5,11,9.21,31.209
1995-07-09,21,30.27,0,4,4,10.34,18.772
1995-07-10,19,29.48,0,5,3,7.53,16.231
1995-07-11,19,29.53,0,2,13,7.66,18.067
1995-07-12,19,31.66,0,3,9,8.32,22.803
1995-07-13,18,29.4,0,6,5,8.1,17.115
1995-07-14,22,30.28,0,1,11,7.0,16.906
1995-07-15,23,32.52,0,3,14,10.33,27.607
1995-07-16,22,29.82,0,1,10,9.95,17.857
1995-07-17,17,31.96,0,4,13,8.8,24.872
1995-07-18,22,31.56,0,4,4,6.54,19.322
1995-07-19,20,27.8,0,3,15,9.34,19.632
1995-07-20,21,31.3,0,1,14,6.7,21.489
1995-07-21,16,26.83,0,2,4,8.98,12.916
1995-07-22,9,31.3,0,4,8,8.31,23.777
1995-07-23,15,31.94,0,3,10,8.24,24.86
1995-07-24,21,28.98,0,2,11,6.73,16.079
1995-07-25,22,30.16,0,3,10,8.41,19.498
1995-07-26,12,30.38,0,5,15,6.13,21.779
1995-07-27,19,30.95,0,5,9,9.47,22.711
1995-07-28,20,29.92,0,6,13,7.91,22.868
1995-07-29,5,27.9,0,5,7,8.28,17.311
1995-07-30,17,29.47,0,1,5,9.62,15.327
1995-07-31,23,28.5,0,1,9,7.12,13.715
1995-08-01,18,30.96,0,4,13,8.74,24.767
1995-08-02,21,31.41,0,3,3,9.99,17.452
1995-08-03,22,28.89,0,1,5,6.17,11.086
1995-08-04,5,32.3,0,6,15,7.42,28.766
1995-08-05,20,31.07,0,6,5,11.14,24.584
1995-08-06,6,31.72,0,6,6,7.8,22.567
1995-08-07,18,30.91,0,2,8,8.36,16.076
1995-08-08,22,31.29,0,5,5,7.4,19.969
1995-08-09,5,31.8,0,2,7,9.76,20.917
1995-08-10,20,30.27,0,4,13,6.01,22.408
1995-08-11,22,31.18,0,1,14,7.59,24.697
1995-08-12,18,28.66,0,4,13,9.7,24.2
1995-08-13,11,29.44,0,2,14,7.91,21.942
1995-08-14,17,32.28,0,1,11,6.07,20.863
1995-08-15,6,31.38,0,6,4,6.5,18.886
1995-08-16,21,29.28,0,2,15,9.51,20.674
1995-08-17,19,29.46,1,6,3,10.12,17.292
1995-08-18,10,29.2,0,6,9,7.94,21.725
1995-08-19,16,29.82,0,6,11,11.42,25.726
1995-08-20,17,29.35,0,1,8,9.23,17.39
1995-08-21,19,30.07,0,1,5,8.36,14.349
1995-08-22,17,29.75,0,5,5,8.09,16.528
1995-08-23,20,32.43,0,1,13,9.66,26.406
1995-08-24,18,29.23,0,1,9,9.04,14.979
1995-08-25,11,27.92,0,4,8,6.72,15.733
1995-08-26,21,29.27,0,1,13,7.58,19.424
1995-08-27,19,29.16,0,4,14,9.0,25.208
1995-08-28,21,30.73,0,1,12,6.6,18.298
1995-08-29,20,30.57,0,2,3,8.04,13.906
1995-08-30,20,34.72,0,2,7,7.52,28.63
1995-08-31,20,28.76,0,2,3,7.23,10.715
1995-09-01,20,32.9,0,5,3,9.31,24.577
1995-09-02,17,28.84,0,3,3,8.76,13.107
1995-09-03,12,31.78,0,6,11,9.46,27.939
1995-09-04,11,28.73,0,4,15,8.61,19.708
1995-09-05,16,30.18,0,4,11,6.18,20.722
1995-09-06,22,29.48,0,3,7,9.88,16.717
1995-09-07,23,29.1,0,1,15,6.94,17.481
1995-09-08,12,29.76,0,1,3,7.98,13.623
1995-09-09,23,31.26,0,4,8,9.34,21.961
1995-09-10,8,27.93,0,3,14,8.62,21.179
1995-09-11,14,29.32,0,1,15,9.4,20.757
1995-09-12,18,30.13,0,1,7,7.92,15.256
1995-09-13,19,29.93,0,6,11,8.47,22.111
1995-09-14,7,29.1,0,5,8,6.75,17.269
1995-09-15,22,30.14,0,2,14,6.49,19.254
1995-09-16,21,30.86,0,6,6,10.55,23.51
1995-09-17,21,30.26,0,1,15,10.43,20.022
1995-09-18,17,28.63,0,6,6,8.2,17.632
1995-09-19,14,27.4,0,2,9,6.36,14.507
1995-09-20,17,32.48,0,6,3,6.12,20.857
1995-09-21,23,30.08,0,3,12,7.01,19.596
1995-09-22,11,27.93,0,3,11,6.01,15.597
1995-09-23,18,29.14,0,2,9,7.6,19.532
1995-09-24,20,28.55,0,1,6,10.75,14.966
1995-09-25,20,31.07,0,4,11,8.3,22.217
1995-09-26,18,28.94,0,5,7,9.39,20.184
1995-09-27,6,30.7,0,5,10,8.71,21.4
1995-09-28,19,30.47,0,5,11,9.08,22.684
1995-09-29,9,29.39,0,6,14,7.99,23.488
1995-09-30,22,28.78,0,1,15,9.24,19.903
1995-10-01,22,27.17,0,2,7,11.45,15.896
1995-10-02,17,26.96,0,6,14,6.87,23.025
1995-10-03,21,30.27,0,6,3,7.87,17.77
1995-10-04,18,28.86,0,3,10,7.79,18.029
1995-10-05,22,28.83,0,2,14,6.44,18.604
1995-10-06,17,27.45,0,3,5,7.06,12.378
1995-10-07,20,28.64,0,3,12,7.71,20.324
1995-10-08,17,29.39,0,6,5,8.3,18.227
1995-10-09,22,29.37,0,3,10,9.67,18.826
1995-10-10,21,26.09,0,2,13,9.21,17.222
1995-10-11,21,30.7,0,1,8,6.43,15.272
1995-10-12,19,27.76,0,5,14,7.82,21.199
1995-10-13,19,29.94,0,4,15,9.5,23.835
1995-10-14,17,27.61,0,6,3,8.62,13.854
1995-10-15,6,28.94,0,1,12,11.0,19.26
1995-10-16,17,28.47,0,3,12,9.99,19.396
1995-10-17,21,30.15,0,2,13,7.89,18.914
1995-10-18,18,29.69,0,3,8,8.67,17.1
1995-10-19,22,29.2,0,3,9,7.78,16.525
1995-10-20,17,29.73,0,5,4,7.71,17.171
1995-10-21,16,29.55,0,3,6,11.1,19.656
1995-10-22,19,31.21,0,3,10,9.53,22.538
1995-10-23,20,28.62,0,3,15,6.28,18.608
1995-10-24,19,28.44,0,1,10,7.64,16.08
1995-10-25,22,24.03,0,6,14,8.98,20.441
1995-10-26,19,28.14,0,2,11,6.84,15.26
1995-10-27,5,29.34,0,5,5,7.77,15.299
1995-10-28,18,26.77,0,6,5,9.62,17.257
1995-10-29,19,27.37,0,3,9,11.46,19.539
1995-10-30,17,28.0,0,6,9,9.69,19.892
1995-10-31,15,27.63,0,3,4,6.86,12.4
1995-11-01,21,28.16,0,4,3,7.79,13.025
1995-11-02,18,25.47,0,1,12,8.62,17.984
1995-11-03,8,29.19,1,2,10,11.37,16.585
1995-11-04,19,27.15,0,2,8,7.57,16.52
1995-11-05,21,28.35,0,2,5,8.25,14.48
1995-11-06,18,26.8,0,6,5,6.18,14.554
1995-11-07,19,25.44,0,1,8,8.38,13.531
1995-11-08,20,26.53,0,4,14,9.76,20.234
1995-11-09,11,29.22,0,5,9,8.16,19.419
1995-11-10,21,28.65,0,5,7,7.65,16.405
1995-11-11,6,28.35,0,6,13,11.14,23.064
1995-11-12,18,29.93,0,2,5,10.81,17.32
1995-11-13,20,23.32,0,5,5,9.52,17.346
1995-11-14,10,26.91,0,2,3,6.55,10.823
1995-11-15,11,26.91,0,1,5,8.93,11.341
1995-11-16,19,28.66,0,1,9,8.52,14.519
1995-11-17,21,27.11,0,1,14,7.09,14.892
1995-11-18,9,25.65,0,4,8,9.27,18.589
1995-11-19,18,25.04,0,4,12,9.84,19.268
1995-11-20,19,26.33,0,4,7,7.45,17.026
1995-11-21,20,28.91,0,3,7,9.44,17.857
1995-11-22,22,27.37,0,1,11,6.9,14.946
1995-11-23,22,26.67,0,5,11,7.92,18.912
1995-11-24,19,26.46,0,4,12,7.15,18.227
1995-11-25,18,24.61,0,6,10,11.02,19.496
1995-11-26,13,22.24,0,5,5,9.05,16.338
1995-11-27,6,27.4,0,3,12,8.67,17.87
1995-11-28,22,27.65,0,3,10,7.9,15.169
1995-11-29,21,29.76,0,2,12,7.15,17.61
1995-11-30,20,26.73,0,4,9,6.61,18.114
1995-12-01,18,26.5,0,4,5,9.43,16.606
1995-12-02,20,25.8,0,4,10,9.88,19.113
1995-12-03,22,28.57,0,4,5,10.47,16.66
1995-12-04,22,24.19,0,6,8,6.97,19.027
1995-12-05,18,27.18,1,5,5,9.45,17.778
1995-12-06,11,27.84,0,2,3,6.12,10.939
1995-12-07,12,26.02,0,2,7,9.49,15.404
1995-12-08,20,24.27,0,3,12,9.66,16.473
1995-12-09,20,27.33,0,5,5,8.73,16.217
1995-12-10,6,25.9,0,4,6,7.53,16.386
1995-12-11,22,24.34,0,4,10,6.89,17.532
1995-12-12,9,27.12,0,3,7,8.65,14.482
1995-12-13,20,25.89,0,4,8,9.1,16.596
1995-12-14,15,28.04,0,5,10,6.82,17.227
1995-12-15,23,24.96,0,6,9,7.95,18.208
1995-12-16,21,23.09,0,3,9,10.02,20.184
1995-12-17,17,28.04,0,3,7,9.87,16.237
1995-12-18,20,26.9,0,1,13,8.46,16.202
1995-12-19,18,23.53,0,4,14,9.05,21.046
1995-12-20,18,26.38,0,1,8,10.0,15.003
1995-12-21,19,26.55,0,4,15,6.9,21.744
1995-12-22,18,26.85,0,4,10,8.2,15.738
1995-12-23,19,27.07,0,4,5,8.14,15.197
1995-12-24,20,25.75,0,1,15,8.93,18.572
1995-12-25,20,27.23,1,3,7,9.31,18.077
1995-12-26,7,29.04,0,6,9,7.4,18.458
1995-12-27,6,24.92,0,3,8,6.21,14.679
1995-12-28,22,25.28,0,3,12,7.16,16.986
1995-12-29,5,23.75,0,3,7,9.98,15.742
1995-12-30,22,26.69,0,5,15,9.75,23.316
1995-12-31,21,23.26,0,5,13,9.3,22.115
1996-01-01,8,25.06,1,2,7,9.95,15.605
1996-01-02,23,24.77,0,1,15,8.41,17.232
1996-01-03,10,24.43,0,1,10,7.73,14.509
1996-01-04,14,26.1,0,4,8,6.86,16.115
1996-01-05,9,26.9,0,6,11,7.91,19.792
1996-01-06,18,26.24,0,2,3,8.41,13.59
1996-01-07,22,24.53,0,4,12,8.82,19.542
1996-01-08,7,22.0,0,4,14,7.11,20.574
1996-01-09,17,26.89,0,1,4,6.01,9.232
1996-01-10,14,26.72,0,1,6,9.96,12.248
1996-01-11,18,26.2,0,1,7,7.47,13.057
1996-01-12,21,24.05,0,6,11,9.35,21.737
1996-01-13,17,24.51,0,2,10,9.52,16.818
1996-01-14,17,25.7,0,4,3,10.2,15.475
1996-01-15,22,25.14,0,6,8,8.29,17.559
1996-01-16,17,27.4,0,1,11,9.52,16.641
1996-01-17,20,25.62,0,3,5,7.03,12.719
1996-01-18,19,24.08,0,3,5,6.08,13.872
1996-01-19,13,24.08,0,6,14,6.98,21.437
1996-01-20,19,26.26,0,4,8,9.0,19.086
1996-01-21,20,29.0,0,2,7,7.9,17.418
1996-01-22,17,27.09,0,6,4,6.02,14.804
1996-01-23,12,25.13,0,2,5,7.62,12.482
1996-01-24,10,26.71,0,3,4,7.75,12.464
1996-01-25,9,26.49,0,1,14,7.84,16.313
1996-01-26,20,24.74,0,4,4,9.29,14.721
1996-01-27,19,24.1,0,1,8,11.0,15.116
1996-01-28,12,25.02,0,4,5,10.1,16.559
1996-01-29,5,22.0,0,1,6,7.31,11.85
1996-01-30,21,27.88,0,3,15,9.5,19.895
1996-01-31,20,25.57,0,6,14,8.88,21.001
1996-02-01,22,26.24,0,2,6,9.94,15.358
1996-02-02,15,25.77,0,2,10,7.23,14.066
1996-02-03,23,27.03,0,4,14,10.17,20.475
1996-02-04,9,28.6,0,4,7,7.87,15.711
1996-02-05,5,24.51,0,4,7,6.05,15.285
1996-02-06,18,23.9,0,6,15,7.7,22.894
1996-02-07,17,25.69,0,5,7,7.58,17.1
1996-02-08,6,27.65,0,6,9,8.54,18.375
1996-02-09,19,25.21,0,4,4,8.41,12.866
1996-02-10,21,25.19,0,3,6,8.49,14.374
1996-02-11,9,26.12,0,2,12,10.16,17.796
1996-02-12,22,24.39,0,2,10,8.33,16.384
1996-02-13,19,22.61,0,5,12,8.66,19.796
1996-02-14,17,25.17,0,6,11,9.62,18.557
1996-02-15,5,24.78,0,4,7,9.28,16.623
1996-02-16,22,24.5,0,1,9,9.81,15.154
1996-02-17,20,26.85,0,1,7,8.08,14.72
1996-02-18,17,26.12,0,1,9,8.52,16.681
1996-02-19,23,27.86,0,2,5,8.79,11.977
1996-02-20,17,26.02,0,2,11,6.76,15.906
1996-02-21,17,24.2,0,3,8,9.91,15.397
1996-02-22,18,27.0,0,3,6,8.75,13.961
1996-02-23,12,22.94,0,4,7,6.59,13.776
1996-02-24,18,26.3,0,5,12,10.77,22.32
1996-02-25,19,24.33,0,4,5,10.41,15.962
1996-02-26,19,26.27,0,1,3,7.54,9.763
1996-02-27,10,25.72,0,6,15,8.58,23.596
1996-02-28,11,27.59,0,5,3,7.77,14.23
1996-02-29,17,27.85,0,2,4,9.32,12.683
1996-03-01,20,25.81,0,6,7,9.27,16.06
1996-03-02,20,26.25,0,2,13,8.91,18.639
1996-03-03,19,28.33,0,3,9,8.2,18.19
1996-03-04,20,26.5,0,1,11,6.77,13.383
1996-03-05,19,27.13,0,5,12,6.22,18.927
1996-03-06,17,26.27,0,6,9,6.39,16.768
1996-03-07,21,28.14,0,1,14,6.51,16.448
1996-03-08,19,27.5,0,4,15,6.1,17.169
1996-03-09,22,25.96,0,3,6,11.02,16.829
1996-03-10,22,28.96,0,4,7,10.15,20.867
1996-03-11,22,26.11,0,2,14,7.23,17.19
1996-03-12,11,25.19,0,4,9,6.45,17.558
1996-03-13,12,25.68,0,6,9,9.14,18.442
1996-03-14,18,25.18,0,1,9,7.31,13.207
1996-03-15,17,24.82,0,6,8,8.28,16.521
1996-03-16,17,25.0,0,1,6,11.16,15.1
1996-03-17,19,28.04,0,2,12,10.87,19.997
1996-03-18,14,24.32,0,3,12,7.19,17.214
1996-03-19,15,24.71,0,3,11,8.39,16.587
1996-03-20,7,27.76,0,1,15,8.49,17.09
1996-03-21,11,24.59,0,3,7,6.7,14.193
1996-03-22,18,27.51,0,4,7,8.68,18.321
1996-03-23,18,24.21,1,6,6,11.23,20.041
1996-03-24,21,25.49,0,5,5,11.02,18.069
1996-03-25,11,24.54,0,1,14,6.51,15.163
1996-03-26,20,24.17,0,5,12,8.79,18.758
1996-03-27,22,29.25,0,2,8,8.27,13.917
1996-03-28,15,28.56,0,3,8,9.16,15.37
1996-03-29,22,26.47,0,1,11,7.65,15.965
1996-03-30,15,27.28,0,3,3,11.09,14.739
1996-03-31,16,27.16,0,4,9,9.22,19.564
1996-04-01,21,25.32,0,5,6,8.61,17.209
1996-04-02,20,28.03,0,2,15,6.27,16.906
1996-04-03,11,26.49,0,1,10,6.04,13.722
1996-04-04,18,26.01,0,5,11,7.69,18.221
1996-04-05,17,23.61,0,6,4,8.67,15.763
1996-04-06,12,25.15,0,5,5,10.69,17.951
1996-04-07,22,24.71,0,5,4,9.24,18.214
1996-04-08,19,28.28,0,6,5,7.15,15.785
1996-04-09,20,28.38,0,1,4,8.99,11.688
1996-04-10,18,27.09,0,1,3,8.78,10.849
1996-04-11,18,27.72,0,5,13,8.46,18.854
1996-04-12,22,27.43,0,3,11,6.66,16.39
1996-04-13,21,29.77,0,6,14,8.99,26.099
1996-04-14,6,27.07,0,4,12,8.28,20.023
1996-04-15,8,27.72,0,1,4,8.14,11.423
1996-04-16,22,31.13,0,5,10,9.42,23.92
1996-04-17,17,29.45,0,6,3,9.03,17.003
1996-04-18,6,25.13,0,3,13,8.46,18.711
1996-04-19,20,26.81,0,6,11,6.42,20.893
1996-04-20,17,25.98,0,5,15,10.55,24.48
1996-04-21,23,27.32,0,6,13,11.03,23.98
1996-04-22,10,28.34,0,2,4,9.55,13.409
1996-04-23,6,27.19,0,3,15,8.45,19.268
1996-04-24,17,25.84,0,6,3,9.15,16.362
1996-04-25,5,29.16,0,1,5,9.82,13.12
1996-04-26,21,27.66,0,6,6,9.01,20.292
1996-04-27,21,28.14,0,5,9,8.46,20.0
1996-04-28,12,22.0,0,1,11,8.93,17.897
1996-04-29,22,23.79,0,5,13,9.5,22.065
1996-04-30,18,28.54,0,4,11,8.2,19.403
1996-05-01,14,30.66,1,6,15,9.36,24.912
1996-05-02,21,28.14,0,2,15,9.25,19.668
1996-05-03,6,27.3,0,3,4,6.46,12.622
1996-05-04,20,28.73,0,4,9,9.08,20.42
1996-05-05,21,28.06,0,5,10,9.54,19.802
1996-05-06,21,28.83,0,5,7,8.06,17.03
1996-05-07,19,25.82,0,3,9,9.18,18.227
1996-05-08,18,27.76,0,2,9,9.38,16.99
1996-05-09,19,30.43,0,3,5,8.75,16.657
1996-05-10,10,30.57,0,4,14,7.33,21.984
1996-05-11,17,27.54,0,6,14,9.55,23.434
1996-05-12,18,27.01,0,2,10,9.77,17.5
